id,name,type,typecode,biz_type,address,LONGITUDE,LATITUDE,tel,pname,cityname,adname
B001B0I6OV,武汉市南湖中学(南校区),科教文化服务;学校;中学,141202,,平安路199号,114.316875,30.508206,,湖北省,武汉市,武昌区
B0FFH17X4C,武汉理工大学余区15,科教文化服务;学校;高等院校,141201,,交通三路与青年园北路交叉口东100米,114.358817,30.609276,,湖北省,武汉市,武昌区
B0FFHBB0PN,武汉理工大学34,科教文化服务;学校;高等院校,141201,,交通三路与青年园南路交叉口南100米,114.357926,30.607852,,湖北省,武汉市,武昌区
B0FFHBBW6Y,武汉理工大学余区40,科教文化服务;学校;高等院校,141201,,友谊大道682号附近,114.358428,30.607098,,湖北省,武汉市,武昌区
B0FFH289NT,武汉理工大学余区54,科教文化服务;学校;高等院校,141201,,交通一路与学子路交叉口西南200米,114.355366,30.604323,,湖北省,武汉市,武昌区
B0FFH27SPL,武汉理工大学余区52,科教文化服务;学校;高等院校,141201,,铁机路491附近,114.355227,30.605101,,湖北省,武汉市,武昌区
B0FFH25FAR,武汉理工大学余区48,科教文化服务;学校;高等院校,141201,,铁机路489附近,114.355203,30.605259,,湖北省,武汉市,武昌区
B0FFH22REL,武汉理工大学余区53,科教文化服务;学校;高等院校,141201,,铁机路491附近,114.355273,30.604899,,湖北省,武汉市,武昌区
B0FFH27EU0,武汉理工大学余区57,科教文化服务;学校;高等院校,141201,,友谊大道697附近,114.356359,30.603457,,湖北省,武汉市,武昌区
B0FFHBBUI5,武汉理工大学余区41,科教文化服务;学校;高等院校,141201,,交通三路与学子路交叉口东北200米,114.35953,30.607168,,湖北省,武汉市,武昌区
B0FFH268U0,武汉理工大学余区47,科教文化服务;学校;高等院校,141201,,和平大道1178,114.356583,30.605523,,湖北省,武汉市,武昌区
B0FFH23DCX,武汉理工大学余区24,科教文化服务;学校;高等院校,141201,,交通一路与青年园北路交叉口南50米,114.355918,30.608424,,湖北省,武汉市,武昌区
B0FFHJ8B0X,武汉理工大学交通学院,科教文化服务;学校;高等院校,141201,,杨园街办事处和平大道1178号武汉理工大学余家头校区,114.358944,30.609789,,湖北省,武汉市,武昌区
B0FFFFLU4Z,武汉大学文理学部教1楼,科教文化服务;学校;高等院校,141201,,珞珈山16号武汉大学,114.36538,30.537299,,湖北省,武汉市,武昌区
B0FFH2O55N,武汉理工大学余区28,科教文化服务;学校;高等院校,141201,,交通二路与青年园南路交叉口西南50米,114.356663,30.607989,,湖北省,武汉市,武昌区
B0FFH2O40Z,武汉理工大学余区23,科教文化服务;学校;高等院校,141201,,交通一路与青年园南路交叉口东北50米,114.356344,30.608383,,湖北省,武汉市,武昌区
B0FFH2O66K,武汉理工大学余区27,科教文化服务;学校;高等院校,141201,,交通三路与青年园南路交叉口西南50米,114.357592,30.608144,,湖北省,武汉市,武昌区
B0FFH2O6E4,武汉理工大学余区35,科教文化服务;学校;高等院校,141201,,交通三路与青年园南路交叉口南100米,114.357941,30.607813,,湖北省,武汉市,武昌区
B0FFH2O5JZ,武汉理工大学余区50,科教文化服务;学校;高等院校,141201,,交通三路与学子路交叉口南100米,114.358757,30.605163,,湖北省,武汉市,武昌区
B0FFH2O54F,武汉理工大学余区34,科教文化服务;学校;高等院校,141201,,交通三路与青年园南路交叉口南50米,114.357885,30.608102,,湖北省,武汉市,武昌区
B0FFH2O7LQ,武汉理工大学余区49,科教文化服务;学校;高等院校,141201,,交通三路与学子路交叉口东50米,114.358896,30.605682,,湖北省,武汉市,武昌区
B0FFH5K0HZ,武汉理工大学余区16,科教文化服务;学校;高等院校,141201,,和平大道1178,114.358127,30.609207,,湖北省,武汉市,武昌区
B0FFH5K0FX,武汉理工大学余区12,科教文化服务;学校;高等院校,141201,,交通三路与水运湖路交叉口东100米,114.358465,30.609752,,湖北省,武汉市,武昌区
B0FFH5K5KH,武汉理工大学余区11,科教文化服务;学校;高等院校,141201,,交通三路与水运湖路交叉口东100米,114.358649,30.609693,,湖北省,武汉市,武昌区
B001B1DI9M,武汉大学社会科学部,科教文化服务;学校;高等院校,141201,,东湖南路,114.369505,30.537204,,湖北省,武汉市,武昌区
B0FFGP1M82,武汉音乐学院北校区,科教文化服务;学校;高等院校,141201,,解放路427号附近,114.29835,30.544451,,湖北省,武汉市,武昌区
B0FFGWJG6W,武汉大学英语自主学习中心,科教文化服务;学校;高等院校,141201,,武汉大学教二楼1层,114.361731,30.538862,,湖北省,武汉市,武昌区
B0FFG39H08,万福林小学,科教文化服务;学校;小学,141203,,陆家街18附近,114.298058,30.516,027-88113279,湖北省,武汉市,武昌区
B001B1CX8C,武汉大学3教学楼,科教文化服务;学校;学校,141200,,国立武汉大学3教学楼,114.363094,30.543968,,湖北省,武汉市,武昌区
B001B1CWTF,武汉大学11教学楼,科教文化服务;学校;学校,141200,,珞珈山16号武汉大学,114.360913,30.540695,,湖北省,武汉市,武昌区
B0FFF35L8O,武汉大学佩松楼,科教文化服务;学校;学校,141200,,八一路299号武汉大学新闻与传播学院附近,114.367759,30.539776,,湖北省,武汉市,武昌区
B0FFF35L7E,武汉大学质廷楼,科教文化服务;学校;学校,141200,,珞珈山16号武汉大学科技路附近,114.36247,30.534338,,湖北省,武汉市,武昌区
B0FFF35L8E,武汉大学四方楼,科教文化服务;学校;学校,141200,,八一路299号武汉大学财务部附近,114.366733,30.536979,,湖北省,武汉市,武昌区
B0FFF35L9F,武汉大学博观楼,科教文化服务;学校;学校,141200,,珞珈山16号武汉大学,114.361442,30.532845,,湖北省,武汉市,武昌区
B001B1CWTZ,武汉大学教3楼,科教文化服务;学校;学校,141200,,珞珈山16号武汉大学桂园路8附近,114.360423,30.539332,,湖北省,武汉市,武昌区
B001B1BWYY,武汉大学-亮胜楼,科教文化服务;学校;学校,141200,,八一路299号武汉大学经济与管理学院附近,114.373701,30.5386,,湖北省,武汉市,武昌区
B001B1HC0W,武汉大学动力与机械学院,科教文化服务;学校;高等院校,141201,,八一路299号,114.363107,30.544691,027-68772272,湖北省,武汉市,武昌区
B001B1CXRJ,武汉大学数学与统计科学系,科教文化服务;学校;高等院校,141201,,松园南路与樱园北路交叉口南200米,114.364616,30.540254,,湖北省,武汉市,武昌区
B0FFFGV6AO,武汉大学人民医院药学部,科教文化服务;学校;高等院校,141201,,张之洞路,114.294687,30.536678,,湖北省,武汉市,武昌区
B0FFF35LJ3,武汉大学药学院药剂学系,科教文化服务;学校;高等院校,141201,,花堤街附近,114.294687,30.536678,,湖北省,武汉市,武昌区
B0FFJIGGTH,武汉大学文学院,科教文化服务;学校;高等院校,141201,,武汉大学振华楼,114.35897,30.534634,027-68754310,湖北省,武汉市,武昌区
B001B091TA,金童子艺术幼儿园(南湖路),科教文化服务;学校;幼儿园,141204,,南湖花园瑞安街伟业家园,114.310815,30.513157,027-88020703;18071722073,湖北省,武汉市,武昌区
B001B1DI68,武汉大学材料物理系,科教文化服务;学校;高等院校,141201,,珞珈山16号武汉大学科技路附近,114.361519,30.533414,,湖北省,武汉市,武昌区
B0FFGCBD9L,武昌中华路小学橡树湾校区,科教文化服务;学校;小学,141203,,铁机路5号8-9,114.34939,30.611117,027-88100180,湖北省,武汉市,武昌区
B001B0IRVC,武汉大学国际教育中心,科教文化服务;学校;高等院校,141201,,八一路299号文澜路武汉大学,114.360843,30.544172,,湖北省,武汉市,武昌区
B001B1EFXV,武汉大学文化素质教育报告厅,科教文化服务;学校;高等院校,141201,,八一路299号武汉大学内,114.361626,30.536411,,湖北省,武汉市,武昌区
B001B05314,武汉市梅苑学校小学部,科教文化服务;学校;小学,141203,,中南路街办事处北安街3号,114.3216,30.530171,027-87274746,湖北省,武汉市,武昌区
B001B1H28N,湖北省水力发电工程学会,科教文化服务;学校;高等院校,141201,,东湖南路8号武汉大学工学部,114.359205,30.542057,,湖北省,武汉市,武昌区
B0FFG411CJ,武汉大学律师进修学院,科教文化服务;学校;高等院校,141201,,珞珈山16号,114.371307,30.53876,,湖北省,武汉市,武昌区
B0FFHUAEM0,武汉大学文理学部,科教文化服务;学校;高等院校,141201,,八一路299号武汉大学内,114.362923,30.535342,027-68755114,湖北省,武汉市,武昌区
B0FFHR20GQ,武汉大学蝶楼,科教文化服务;学校;高等院校,141201,,东湖南路38号附近,114.368262,30.541929,,湖北省,武汉市,武昌区
B0FFHO6HTD,武汉大学艺术学院,科教文化服务;学校;高等院校,141201,,人文路,114.36768,30.539074,,湖北省,武汉市,武昌区
B0FFG411CM,武汉大学四六级考试中心,科教文化服务;学校;高等院校,141201,,珞珈山16号武汉大学,114.363223,30.5398,,湖北省,武汉市,武昌区
B0FFF35L8W,武汉大学-教1楼,科教文化服务;学校;学校,141200,,珞珈山路16号武汉大学附近,114.365428,30.537199,,湖北省,武汉市,武昌区
B0FFHCVNCS,武汉大学-陶艺室,科教文化服务;学校;高等院校,141201,,武汉大学学生3食堂1层,114.366191,30.543792,,湖北省,武汉市,武昌区
B001B1CX7W,湖北美术学院教学楼1,科教文化服务;学校;高等院校,141201,,粮道街办事处中山路374号,114.316811,30.547665,,湖北省,武汉市,武昌区
B0FFGPOGMR,武汉交通科技学院(武昌校区),科教文化服务;学校;高等院校,141201,,徐家棚街办事处学院路9号,114.327406,30.579645,,湖北省,武汉市,武昌区
B001B1CXPT,武汉市铁四院学校小学部,科教文化服务;学校;小学,141203,,铁四院附近,114.344316,30.604098,027-51155543,湖北省,武汉市,武昌区
B001B1H7B6,武汉大学早期建筑法学院,科教文化服务;学校;高等院校,141201,,八一路299号武汉大学内,114.363005,30.539769,,湖北省,武汉市,武昌区
B001B16N6J,武昌丁字桥幼儿园,科教文化服务;学校;幼儿园,141204,,武莲路3号,114.326105,30.522141,,湖北省,武汉市,武昌区
B0FFFCLNT4,武汉市晒湖中学附属小学,科教文化服务;学校;小学,141203,,东安路23号,114.31748,30.526337,,湖北省,武汉市,武昌区
B0FFGCB4SZ,湖北美术学院雕塑系工作室,科教文化服务;学校;高等院校,141201,,中山路374号湖北美术学院内,114.315485,30.549682,,湖北省,武汉市,武昌区
B0FFFLII35,武汉纺织大学外经贸学院东湖校区,科教文化服务;学校;高等院校,141201,,东湖梨园渔光村特一号,114.372966,30.579136,027-59367521,湖北省,武汉市,武昌区
B001B0IS71,武昌区何家垅小学,科教文化服务;学校;小学,141203,,工人村231,114.328652,30.545536,027-87822138,湖北省,武汉市,武昌区
B0FFGER7JZ,武汉大学图书情报实验教学中心,科教文化服务;学校;高等院校,141201,,珞珈山路16号武汉大学,114.375433,30.536603,,湖北省,武汉市,武昌区
B0FFFQLG8O,武汉大学青年互助服务中心,科教文化服务;学校;高等院校,141201,,珞珈山16号武汉大学,114.36663,30.543801,,湖北省,武汉市,武昌区
B0FFF34242,武汉理工大学余家头校区接待中心,科教文化服务;学校;高等院校,141201,,杨园街办事处和平大道1178号武汉理工大学余家头校区学子路附近,114.359698,30.605819,,湖北省,武汉市,武昌区
B001B1H2DE,武汉大学雅各楼,科教文化服务;学校;学校,141200,,珞珈山16号武汉大学,114.360321,30.542958,,湖北省,武汉市,武昌区
B0FFF35LHK,武汉大学医学职业技术学院实验楼,科教文化服务;学校;高等院校,141201,,张之洞路7号,114.29325,30.536523,,湖北省,武汉市,武昌区
B0FFFDCGP4,湖北中医药大学7号楼,科教文化服务;学校;学校,141200,,昙华林188号,114.312387,30.550543,,湖北省,武汉市,武昌区
B0FFFDCGP8,湖北中医药大学4号楼,科教文化服务;学校;学校,141200,,昙华林188号,114.314259,30.549729,,湖北省,武汉市,武昌区
B0FFG4ID97,武汉航海职业技术学院教学楼,科教文化服务;学校;高等院校,141201,,友谊大道321号附近,114.32748,30.576885,,湖北省,武汉市,武昌区
B001B1DBRS,武汉大学研究生院,科教文化服务;学校;高等院校,141201,,珞珈山16号武汉大学当代楼,114.35911,30.53292,027-68754046;027-68754030,湖北省,武汉市,武昌区
B0FFG107KT,武汉大学教师教学发展艺术学系中心,科教文化服务;学校;高等院校,141201,,八一路483号武汉大学艺术学系附近,114.377273,30.535046,,湖北省,武汉市,武昌区
B001B1DI4N,武汉大学采购与招标管理中心,科教文化服务;学校;高等院校,141201,,八一路299号(武汉大学),114.366536,30.536933,027-68754583;027-68754585,湖北省,武汉市,武昌区
B001B1AS6Z,蒙特梭利双语幼儿园,科教文化服务;学校;幼儿园,141204,,南湖街道瑞安街84号中央花园,114.316596,30.511058,,湖北省,武汉市,武昌区
B001B06WSJ,武昌区三道街小学(民主路校区),科教文化服务;学校;小学,141203,,民主路69号武昌,114.29773,30.547408,027-88871621,湖北省,武汉市,武昌区
B0FFF35LJ1,武汉大学-工学部6教学楼,科教文化服务;学校;学校,141200,,珞珈山16号武汉大学文澜路附近,114.361484,30.542461,,湖北省,武汉市,武昌区
B001B1CWYG,武汉大学城市设计学院(松园中路),科教文化服务;学校;高等院校,141201,,珞珈山16号武汉大学,114.366303,30.537131,027-68773062,湖北省,武汉市,武昌区
B0FFGCB48M,武昌区棋盘街小学(候补街校区),科教文化服务;学校;小学,141203,,候补街81号,114.30764,30.549853,,湖北省,武汉市,武昌区
B001B1C0ZM,金色阳光幼儿园,科教文化服务;学校;幼儿园,141204,,和平大道赵家敦750号,114.326368,30.580616,18171220212;027-88615528,湖北省,武汉市,武昌区
B001B1CWPP,武昌实验小学附属幼儿园,科教文化服务;学校;幼儿园,141204,,中南路街办事处紫阳东路静安社区内81号,114.324425,30.529425,,湖北省,武汉市,武昌区
B0FFF3425W,武汉理工大学余家头校区余区管委会,科教文化服务;学校;高等院校,141201,,和平大道1178号武汉理工大学余家头校区,114.35658,30.608362,,湖北省,武汉市,武昌区
B0HUYRSAGD,武汉大学自考招办,科教文化服务;学校;高等院校,141201,,八一路299号珞珈山,114.371196,30.538679,,湖北省,武汉市,武昌区
B001B1DI30,武汉大学后勤服务集团,科教文化服务;学校;高等院校,141201,,八一路299号武汉大学(近梅园餐厅),114.365513,30.535948,027-68756546,湖北省,武汉市,武昌区
B0FFGPSRS6,武昌区南湖第一小学(北校区),科教文化服务;学校;小学,141203,,南湖街办事处平安路雅安街松涛苑小区,114.324069,30.511198,,湖北省,武汉市,武昌区
B0FFFLII59,华中科技大学同济医学院第三临床学院,科教文化服务;学校;高等院校,141201,,东湖风景区街道沿湖大道39号,114.378432,30.581403,,湖北省,武汉市,武昌区
B001B1CXDH,武汉大学工学部工学部教工网络中心,科教文化服务;学校;高等院校,141201,,珞珈山街办事处珞珈山路16号,114.360275,30.543784,,湖北省,武汉市,武昌区
B001B1CXBI,武汉大学土木建筑工程学院工程力学系,科教文化服务;学校;高等院校,141201,,八一路299号武汉大学工学部内,114.360478,30.544023,,湖北省,武汉市,武昌区
B0FFHCKWNJ,武汉大学港澳台事务办公室,科教文化服务;学校;高等院校,141201,,珞珈山街办事处武汉大学国际交流部,114.366869,30.537579,,湖北省,武汉市,武昌区
B0FFGER7KY,教育部武汉大学文科文献信息中心,科教文化服务;学校;高等院校,141201,,珞珈山街办事处武汉大学历史学院武汉大学人文科学馆附近,114.367588,30.538959,,湖北省,武汉市,武昌区
B0FFH0U9K7,武汉大学动力与机械学院自主制作车间,科教文化服务;学校;高等院校,141201,,弘毅大道武汉大学(文理学部),114.362723,30.54118,,湖北省,武汉市,武昌区
B0FFHFV75V,湖北省社会主义学院,科教文化服务;学校;高等院校,141201,,和平大道872号社院大厦(近惠誉花园车站),114.330489,30.586895,027-86837809;027-82627734,湖北省,武汉市,武昌区
B001B1BXOG,武大动力与机械学院机械工程系,科教文化服务;学校;高等院校,141201,,珞珈山16号武汉大学,114.363559,30.544863,,湖北省,武汉市,武昌区
B0FFLF2RCB,武汉大学减压楼,科教文化服务;学校;高等院校,141201,,武汉大学工学部,114.364972,30.544917,,湖北省,武汉市,武昌区
B001B1CX1U,武汉大学数学与统计学院,科教文化服务;学校;高等院校,141201,,珞珈山街办事处八一路299号,114.363085,30.539708,027-68752957,湖北省,武汉市,武昌区
B001B170XM,武汉音乐学院,科教文化服务;学校;高等院校,141201,,紫阳街办事处临江大道1号,114.291392,30.536647,027-88076720,湖北省,武汉市,武昌区
B001B0JZ1Q,水果湖艺术学校,科教文化服务;培训机构;培训机构|科教文化服务;学校;学校,141400|141200,,水果湖路186附4号,114.346775,30.547345,,湖北省,武汉市,武昌区
B0G2HAQ7Q0,武汉大学历史学院,科教文化服务;学校;高等院校,141201,,珞珈山街街道珞珈山16号武汉大学振华楼(靠近化学学院),114.35926,30.535446,,湖北省,武汉市,武昌区
B0HDYHPOLX,武汉大学计算机学院,科教文化服务;学校;高等院校,141201,,桂园餐厅,114.357609,30.538504,,湖北省,武汉市,武昌区
B0FFGCBLSP,武汉理工大学工业职业技术学院,科教文化服务;学校;高等院校,141201,,工院路联投时代中心东北侧约100米,114.315805,30.574307,,湖北省,武汉市,武昌区
B0FFFFDA7L,武汉大学工学部5教楼,科教文化服务;学校;学校,141200,,珞珈山16号武汉大学,114.363556,30.543132,,湖北省,武汉市,武昌区
B0FFF5W4TL,武汉大学逸夫楼(育才路),科教文化服务;学校;学校,141200,,八一路299号武汉大学,114.360396,30.533366,,湖北省,武汉市,武昌区
B0FFGEGKB7,武汉大学国际教育学院医学部楼,科教文化服务;学校;高等院校,141201,,东湖路127(武汉大学医学部),114.357165,30.554846,,湖北省,武汉市,武昌区
B0FFGJR030,武汉理工大学外国语学院(余区),科教文化服务;学校;高等院校,141201,,和平大道1178号武汉理工大学余家头校区,114.355721,30.609369,,湖北省,武汉市,武昌区
B0FFG4H1Z6,湖北艺术职业学院文化艺术管理系,科教文化服务;学校;高等院校,141201,,石牌岭11号,114.342404,30.525763,,湖北省,武汉市,武昌区
B001B1DIBL,武汉大学学生就业服务中心,科教文化服务;学校;高等院校|生活服务;人才市场;人才市场,141201|070800,,武汉大学人文馆负一楼,114.367591,30.538879,,湖北省,武汉市,武昌区
B001B0JS6J,武昌区解放桥小学,科教文化服务;学校;小学,141203,,堤东街451号,114.293314,30.521326,027-88115408,湖北省,武汉市,武昌区
B001B1IGKE,武汉大学动力与机械学院动力工程系,科教文化服务;学校;高等院校,141201,,珞珈山街办事处八一路299号武汉大学电气工程学院附近,114.363063,30.544606,,湖北省,武汉市,武昌区
B0FFFCQNQF,湖北大学艺术学院音乐系办公室,科教文化服务;学校;高等院校,141201,,琴园路,114.331905,30.57418,,湖北省,武汉市,武昌区
B001B1CX9J,武汉大学幼儿园(二分园),科教文化服务;学校;幼儿园,141204,,珞珈山街办事处八一路武汉大学北三区7栋,114.35795,30.543458,027-68772164,湖北省,武汉市,武昌区
B0FFG4JQGY,武汉大学第一临床学院第四阶梯教室,科教文化服务;学校;高等院校,141201,,张之洞路9(武汉大学第一临床学院),114.295436,30.535171,,湖北省,武汉市,武昌区
B0FFG4HEPR,武汉大学第一临床学院第三阶梯教室,科教文化服务;学校;高等院校,141201,,张之洞路9(武汉大学第一临床学院),114.295582,30.535159,,湖北省,武汉市,武昌区
B0FFGCDR1G,武汉理工大学能源与动力工程学院,科教文化服务;学校;高等院校,141201,,洪山区友谊大道东200米,114.357381,30.601517,,湖北省,武汉市,武昌区
B001B1II8K,武汉理工大学余家头校区余家头校区自动化学院,科教文化服务;学校;高等院校,141201,,和平大道1178武汉理工大学余家头校区,114.358145,30.609688,,湖北省,武汉市,武昌区
B001B1CWP9,武汉理工大学余家头校区动力楼,科教文化服务;学校;学校,141200,,和平大道1178号武汉理工大学余家头校区,114.358745,30.606479,,湖北省,武汉市,武昌区
B0FFF3424S,武汉理工大学余家头校区船机楼,科教文化服务;学校;学校,141200,,和平大道1178号武汉理工大学余家头校区,114.358652,30.607296,,湖北省,武汉市,武昌区
B0FFF35LHS,武汉大学国际教育学院(桂园楼),科教文化服务;学校;学校,141200,,珞珈山路16号武汉大学,114.360366,30.53899,027-68753865,湖北省,武汉市,武昌区
B001B1CX5P,湖北美术学院1综合楼,科教文化服务;学校;学校,141200,,中山路374号湖北美术学院内,114.316877,30.548522,,湖北省,武汉市,武昌区
B001B1HATY,湖北美术学院3教学楼,科教文化服务;学校;学校,141200,,粮道街办事处中山路374号湖北美术学院内,114.316245,30.547933,,湖北省,武汉市,武昌区
B001B070RR,武昌区机关幼儿园,科教文化服务;学校;幼儿园,141204,,延望街20号,114.300954,30.550423,027-88872157,湖北省,武汉市,武昌区
B001B1CX05,武汉理工大学余家头校区余家头校区信息工程学院,科教文化服务;学校;高等院校,141201,,和平大道1178号武汉理工大学余家头校区,114.358145,30.609688,,湖北省,武汉市,武昌区
B001B1C600,武汉理工大学余家头校区交通学院交通运输管理系,科教文化服务;学校;高等院校,141201,,和平大道1178号武汉理工大学余家头校区附近,114.359552,30.606588,,湖北省,武汉市,武昌区
B001B052EF,中共武汉市武昌区委员会党校,科教文化服务;学校;学校,141200,,丁字桥路58,114.329806,30.524477,027-87270949;027-87893662,湖北省,武汉市,武昌区
B001B05563,武汉邮政技工学校,科教文化服务;学校;职业技术学校,141206,,黄鹂路37号,114.360231,30.567788,,湖北省,武汉市,武昌区
B0FFHC4BRM,武汉大学大学生工程训练与创新实践中心,科教文化服务;学校;高等院校,141201,,珞珈山街办事处东湖南路8号,114.361642,30.541611,,湖北省,武汉市,武昌区
B001B1H2D9,武汉大学老外文楼,科教文化服务;学校;学校,141200,,珞珈山16号武汉大学,114.36324,30.539876,,湖北省,武汉市,武昌区
B001B1DI65,武汉大学基建管理部,科教文化服务;学校;高等院校,141201,,珞珈山16号武汉大学,114.360531,30.532439,,湖北省,武汉市,武昌区
B001B1H3EO,武汉大学行政楼,科教文化服务;学校;学校,141200,,珞珈山16号武汉大学文体路附近,114.366569,30.537513,,湖北省,武汉市,武昌区
B0FFFGV5N6,武汉音乐学院(紫阳路校区)-展演楼,科教文化服务;学校;高等院校,141201,,黄鹤楼街办事处临江大道1号,114.291404,30.537518,,湖北省,武汉市,武昌区
B0FFF35LHR,武汉大学第一临床学院教学楼,科教文化服务;学校;学校,141200,,张之洞路9(武汉大学第一临床学院),114.295994,30.534823,,湖北省,武汉市,武昌区
B001B1IIZ8,武汉理工大学余家头校区交通学院船舶与海洋工程系,科教文化服务;学校;高等院校,141201,,和平大道1178号武汉理工大学余家头校区学子路附近,114.359452,30.606844,,湖北省,武汉市,武昌区
B0FFH5J06O,武汉理工大学信息工程学院(余区),科教文化服务;学校;高等院校,141201,,积玉桥街街道余家头,114.357795,30.609638,,湖北省,武汉市,武昌区
B0FFHFJPT2,武汉大学医学职业技术学院播音室,科教文化服务;学校;高等院校,141201,,张之洞路7号附近,114.293797,30.536088,,湖北省,武汉市,武昌区
B001B1CWMD,武汉音乐学院紫阳路校区琴房大楼,科教文化服务;学校;学校,141200,,临江大道1号武汉音乐学院紫阳路校区,114.291111,30.536245,,湖北省,武汉市,武昌区
B0FFF35LHI,武汉大学医学职业技术学院综合楼,科教文化服务;学校;学校,141200,,张之洞路7武汉大学医学职业技术学院,114.29321,30.535828,,湖北省,武汉市,武昌区
B0FFFGLR1N,武汉大学电子信息学院教学实验中心,科教文化服务;学校;高等院校,141201,,珞珈山16号武汉大学茶港路附近,114.356957,30.538765,,湖北省,武汉市,武昌区
B001B1CWQ5,湖北美术学院5号教学楼,科教文化服务;学校;学校,141200,,中山路374号,114.317055,30.547995,,湖北省,武汉市,武昌区
B0FFGPYPIW,武汉音乐学院张之洞路校区琴房大楼,科教文化服务;学校;高等院校,141201,,张之洞路1号附近,114.291006,30.536256,,湖北省,武汉市,武昌区
B0FFG4IQ35,武汉航海职业技术学院航海楼,科教文化服务;学校;学校,141200,,友谊大道321武汉航海职业技术学院,114.327657,30.577845,,湖北省,武汉市,武昌区
B0FFG4INU2,武汉航海职业技术学院行政楼,科教文化服务;学校;学校,141200,,友谊大道321武汉航海职业技术学院,114.32709,30.576493,,湖北省,武汉市,武昌区
B0G0GZJ4FW,武汉江城国际经贸辅导学院,科教文化服务;学校;高等院校,141201,,,114.326158,30.571966,,湖北省,武汉市,武昌区
B0FFFLJWC8,武汉理工大学余家头校区交通学院工程系,科教文化服务;学校;高等院校,141201,,和平大道1178号武汉理工大学余家头校区,114.360525,30.608099,,湖北省,武汉市,武昌区
B001B052F0,武汉市武昌区行政学校,科教文化服务;学校;高等院校,141201,,中南路街办事处丁字桥路58号,114.329888,30.524336,,湖北省,武汉市,武昌区
B0FFFH0JJI,武汉大学经济与管理学院景林报告厅,科教文化服务;学校;高等院校,141201,,八一路299号,114.373469,30.538686,,湖北省,武汉市,武昌区
B001B1CX9Q,武汉大学政治与公共管理学院政治学与国际关系学系,科教文化服务;学校;高等院校,141201,,八一路299号武汉大学,114.367772,30.53793,,湖北省,武汉市,武昌区
B001B1CXNZ,武汉理工大学余家头校区余家头校区自动化学院控制工程系,科教文化服务;学校;高等院校,141201,,和平大道1178号武汉理工大学余家头校区,114.358145,30.609688,,湖北省,武汉市,武昌区
B0FFHFJPOO,武汉大学医学职业技术学院实训中心,科教文化服务;学校;高等院校,141201,,花堤街8-208号附近,114.293082,30.535982,,湖北省,武汉市,武昌区
B0HU6P1F77,武汉第二职教中心,科教文化服务;学校;职业技术学校,141206,,首义路街道大东门千家街4号,114.315849,30.538134,027-88076810,湖北省,武汉市,武昌区
B0FFFLIT4G,武汉纺织大学东湖校区教学楼,科教文化服务;学校;学校,141200,,东湖风景区街道,114.373417,30.578989,,湖北省,武汉市,武昌区
B0G0G5IF1N,湖北美术学院昙华林校区2区,科教文化服务;学校;高等院校,141201,,,114.316499,30.548504,,湖北省,武汉市,武昌区
B0HUY1U1DL,湖北省武昌实验小学,科教文化服务;学校;小学,141203,,大成路45号,114.297387,30.544571,,湖北省,武汉市,武昌区
B0FFGD4BSD,武汉大学国际教育学院行政楼,科教文化服务;学校;学校,141200,,珞珈山16号武汉大学,114.374617,30.537278,,湖北省,武汉市,武昌区
B001B1CWWB,武汉瑞景小学,科教文化服务;学校;小学,141203,,中南路街办事处瑞景路40号,114.33262,30.520371,,湖北省,武汉市,武昌区
B001B1DIFT,武汉大学国家领土主权与海洋权益协同创新中心,科教文化服务;学校;高等院校,141201,,珞珈山路16号武汉大学,114.367042,30.540093,,湖北省,武汉市,武昌区
B001B1BX48,武汉理工大学余家头校区航海楼,科教文化服务;学校;学校,141200,,洪山区和平街办事处友谊大道武汉理工大学余家头校区武汉理工大学余家头校区,114.357996,30.601826,,湖北省,武汉市,武昌区
B0FFHQJSBL,武汉理工大学计算机科学与技术学院,科教文化服务;学校;高等院校,141201,,和平大道1178号武汉理工大学余家头校区,114.357876,30.609667,,湖北省,武汉市,武昌区
B0FFFLIQON,湖北传媒摄影技师学院,科教文化服务;学校;职业技术学校,141206,,东湖路181号楚天1813号楼501,114.365707,30.566173,027-88569297,湖北省,武汉市,武昌区
B0FFGCDQ8C,武汉理工大学交通学院港口航道与结构工程系,科教文化服务;学校;高等院校,141201,,水运湖路,114.358685,30.609836,,湖北省,武汉市,武昌区
B0FFG64ZIA,武汉理工大学余家头校区计算机科学与技术学院,科教文化服务;学校;高等院校,141201,,和平大道1178号武汉理工大学余家头校区,114.357927,30.609451,,湖北省,武汉市,武昌区
B0FFHFJPVG,武汉大学医学职业技术学院体育办公室,科教文化服务;学校;高等院校,141201,,张之洞路7号附近,114.293745,30.535781,,湖北省,武汉市,武昌区
B0FFJIZ69T,湖北省社会科学院研究生学院,科教文化服务;学校;高等院校,141201,,黄鹂路72号附近,114.362995,30.564194,,湖北省,武汉市,武昌区
B0FFHFF8CM,华中科技大学湖北现代科技学校学习中心,科教文化服务;学校;高等院校,141201,,武车路282附近,114.327572,30.579893,,湖北省,武汉市,武昌区
B0FFF5UMBD,武汉理工大学余家头校区交通学院海洋工程系,科教文化服务;学校;高等院校,141201,,和平大道1178号武汉理工大学余家头校区内,114.357721,30.607952,,湖北省,武汉市,武昌区
